iteracion,mejor_fitness,error_knn,penalizacion_tamano,num_caracteristicas,diversidad_poblacion
197,0.2893428571428571,0.34065934065934067,0.292,146,1.173204139719825
198,0.2893428571428571,0.34065934065934067,0.292,146,1.173204139719825
199,0.2893428571428571,0.34065934065934067,0.292,146,1.1721979599522512
200,0.2893428571428571,0.34065934065934067,0.292,146,1.1716900294477375
201,0.2893428571428571,0.34065934065934067,0.292,146,1.1668958928959312
202,0.2893428571428571,0.34065934065934067,0.292,146,1.166293636637655
203,0.2893428571428571,0.34065934065934067,0.292,146,1.166293636637655
204,0.2893428571428571,0.34065934065934067,0.292,146,1.166293636637655
205,0.2893428571428571,0.34065934065934067,0.292,146,1.1564112633686883
206,0.2893428571428571,0.34065934065934067,0.292,146,1.1557656195054056
207,0.2893428571428571,0.34065934065934067,0.292,146,1.1456222856697336
208,0.2893428571428571,0.34065934065934067,0.292,146,1.125802293771845
209,0.2893428571428571,0.34065934065934067,0.292,146,1.1112185102541638
210,0.2893428571428571,0.34065934065934067,0.292,146,1.106241473117226
211,0.2893428571428571,0.34065934065934067,0.292,146,1.106241473117226
212,0.2893428571428571,0.34065934065934067,0.292,146,1.106241473117226
213,0.2893428571428571,0.34065934065934067,0.292,146,1.106241473117226
214,0.2893428571428571,0.34065934065934067,0.292,146,1.1004132684075028
215,0.2893428571428571,0.34065934065934067,0.292,146,1.100334767209624
216,0.2893428571428571,0.34065934065934067,0.292,146,1.100334767209624
217,0.2893428571428571,0.34065934065934067,0.292,146,1.0995053181648147
218,0.2893428571428571,0.34065934065934067,0.292,146,1.0910617663667697
219,0.2893428571428571,0.34065934065934067,0.292,146,1.0901830362691463
220,0.2893428571428571,0.34065934065934067,0.292,146,1.073982341249262
221,0.2893428571428571,0.34065934065934067,0.292,146,1.073982341249262
222,0.2893428571428571,0.34065934065934067,0.292,146,1.073936969743431
223,0.2893428571428571,0.34065934065934067,0.292,146,1.0729053508039343
224,0.2893428571428571,0.34065934065934067,0.292,146,1.0729053508039343
225,0.2893428571428571,0.34065934065934067,0.292,146,1.0620020908879928
226,0.2893428571428571,0.34065934065934067,0.292,146,1.0509579940646736
227,0.2893428571428571,0.34065934065934067,0.292,146,1.0509579940646736
228,0.2893428571428571,0.34065934065934067,0.292,146,1.0468901224142193
229,0.2893428571428571,0.34065934065934067,0.292,146,1.0449052415067488
230,0.2893428571428571,0.34065934065934067,0.292,146,1.031272625521556
231,0.2893428571428571,0.34065934065934067,0.292,146,1.031272625521556
232,0.2893428571428571,0.34065934065934067,0.292,146,1.031272625521556
233,0.2893428571428571,0.34065934065934067,0.292,146,1.031272625521556
234,0.2893428571428571,0.34065934065934067,0.292,146,1.0284477749912675
235,0.2893428571428571,0.34065934065934067,0.292,146,1.0234916055530299
236,0.2893428571428571,0.34065934065934067,0.292,146,1.0234916055530299
237,0.2893428571428571,0.34065934065934067,0.292,146,1.0083934507235974
238,0.2893428571428571,0.34065934065934067,0.292,146,1.0012623308175217
239,0.2893428571428571,0.34065934065934067,0.292,146,1.0007752865578163
240,0.2893428571428571,0.34065934065934067,0.292,146,0.9978602985257488
241,0.2893428571428571,0.34065934065934067,0.292,146,0.997732403442052
242,0.2893428571428571,0.34065934065934067,0.292,146,0.997732403442052
243,0.2893428571428571,0.34065934065934067,0.292,146,0.997732403442052
244,0.2893428571428571,0.34065934065934067,0.292,146,0.9952019355902789
245,0.2893428571428571,0.34065934065934067,0.292,146,0.99296390604596
246,0.2893428571428571,0.34065934065934067,0.292,146,0.991450744408228
247,0.2893428571428571,0.34065934065934067,0.292,146,0.9910845933281858
248,0.2893428571428571,0.34065934065934067,0.292,146,0.9909992696842402
249,0.2893428571428571,0.34065934065934067,0.292,146,0.9696197429004061
250,0.2893428571428571,0.34065934065934067,0.292,146,0.9652535793104228
251,0.2893428571428571,0.34065934065934067,0.292,146,0.9652048693967218
252,0.2893428571428571,0.34065934065934067,0.292,146,0.9559252597843326
253,0.2893428571428571,0.34065934065934067,0.292,146,0.9495270140123844
254,0.2893428571428571,0.34065934065934067,0.292,146,0.9495270140123844
255,0.2893428571428571,0.34065934065934067,0.292,146,0.936772312993254
256,0.2893428571428571,0.34065934065934067,0.292,146,0.936772312993254
257,0.2893428571428571,0.34065934065934067,0.292,146,0.9362857526836158
258,0.2893428571428571,0.34065934065934067,0.292,146,0.9362857526836158
259,0.2893428571428571,0.34065934065934067,0.292,146,0.9362857526836158
260,0.2893428571428571,0.34065934065934067,0.292,146,0.936077555601885
261,0.2893428571428571,0.34065934065934067,0.292,146,0.936077555601885
262,0.2893428571428571,0.34065934065934067,0.292,146,0.914924232616293
263,0.2893428571428571,0.34065934065934067,0.292,146,0.9147101994596475
264,0.2893428571428571,0.34065934065934067,0.292,146,0.9147101994596475
265,0.2893428571428571,0.34065934065934067,0.292,146,0.9143736124803888
266,0.2893428571428571,0.34065934065934067,0.292,146,0.9144275360390229
267,0.2893428571428571,0.34065934065934067,0.292,146,0.9144275360390229
268,0.2893428571428571,0.34065934065934067,0.292,146,0.912452902110037
269,0.2893428571428571,0.34065934065934067,0.292,146,0.9114264273405872
270,0.2893428571428571,0.34065934065934067,0.292,146,0.9114264273405872
271,0.2893428571428571,0.34065934065934067,0.292,146,0.9111071065081789
272,0.2893428571428571,0.34065934065934067,0.292,146,0.9111071065081789
273,0.2893428571428571,0.34065934065934067,0.292,146,0.9110050193016511
274,0.2893428571428571,0.34065934065934067,0.292,146,0.9110050193016511
275,0.2893428571428571,0.34065934065934067,0.292,146,0.9108153057084144
276,0.2893428571428571,0.34065934065934067,0.292,146,0.9108153057084144
277,0.2893428571428571,0.34065934065934067,0.292,146,0.9096754711751593
278,0.2893428571428571,0.34065934065934067,0.292,146,0.9096754711751593
279,0.2893428571428571,0.34065934065934067,0.292,146,0.9068447678464049
280,0.2893428571428571,0.34065934065934067,0.292,146,0.9068447678464049
281,0.2893428571428571,0.34065934065934067,0.292,146,0.9068165329819547
282,0.2893428571428571,0.34065934065934067,0.292,146,0.9068165329819547
283,0.2893428571428571,0.34065934065934067,0.292,146,0.9068165329819547
284,0.2893428571428571,0.34065934065934067,0.292,146,0.9068165329819547
285,0.2893428571428571,0.34065934065934067,0.292,146,0.898822173704786
286,0.2893428571428571,0.34065934065934067,0.292,146,0.898822173704786
287,0.2893428571428571,0.34065934065934067,0.292,146,0.8986902574262204
288,0.2893428571428571,0.34065934065934067,0.292,146,0.8960611356742681
289,0.2893428571428571,0.34065934065934067,0.292,146,0.89588495515777
290,0.2893428571428571,0.34065934065934067,0.292,146,0.88458677709582
291,0.2893428571428571,0.34065934065934067,0.292,146,0.8613834610919225
292,0.2893428571428571,0.34065934065934067,0.292,146,0.8610604389943703
293,0.2893428571428571,0.34065934065934067,0.292,146,0.8608841192686204
294,0.2893428571428571,0.34065934065934067,0.292,146,0.8606386901930283
295,0.2893428571428571,0.34065934065934067,0.292,146,0.8606386901930283
296,0.2893428571428571,0.34065934065934067,0.292,146,0.8606386901930283
297,0.2893428571428571,0.34065934065934067,0.292,146,0.8443579058291388
298,0.2893428571428571,0.34065934065934067,0.292,146,0.8377132948300898
299,0.2893428571428571,0.34065934065934067,0.292,146,0.8366074813349362
300,0.2893428571428571,0.34065934065934067,0.292,146,0.8366074813349362
